Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,text_len,text_norm,text_no_stop
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S024,Jakarta Utara,1498,4.9,13600,291,5,sesuai order n deskripsi,Positive,Happy,4,sesuai order n deskripsi,sesuai order n deskripsi
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Jakarta Barat,27000,4.7,11000,3636,1,"PRODUK CACAT KEPALANYA PENYOK, MINTA TUKAR GAK DIKASIH",Negative,Anger,8,"produk cacat kepalanya penyok, minta tukar gak dikasih","produk cacat kepalanya penyok, minta tukar gak dikasih"
Computers and Laptops,Adaptor Charger OriginaL Laptop Asus X441 X441U X441UV X441UA X441S,Jakarta Barat,113777,4.9,1630,777,5,Barang datang dan berfungsi dengan baik dan terlihat bagus kali ada lampu birunya.,Positive,Happy,13,barang datang dan berfungsi dengan baik dan terlihat bagus kali ada lampu birunya.,barang datang berfungsi baik terlihat bagus kali lampu birunya.
Food and Drink,TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal,Jakarta Selatan,85000,5.0,86600,24500,1,"jujur kecewa, udah beli kesekian kali. baru diminum sehari bsknya sudah asem. jadi g bisa diminum. Mohon dipastikan tgl kadaluarsanya.",Negative,Sadness,20,"jujur kecewa, udah beli kesekian kali. baru diminum sehari bsknya sudah asem. jadi g bisa diminum. mohon dipastikan tgl kadaluarsanya.","jujur kecewa, beli kesekian kali. baru diminum sehari bsknya sudah asem. g bisa diminum. mohon dipastikan tgl kadaluarsanya."
Gaming,Nintendo Switch Premium Game Card Tempat Catride Kaset 12 Slot Card - 1,Jakarta Utara,89000,5.0,87,57,5,"Barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. Thx",Positive,Happy,16,"barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. thx","barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. thx"
Books,Buku The Intelligent Investor (Edisi Revisi) . Benjamin Graham HC,Kab. Tangerang,195000,4.9,1723,1005,3,"penyok, packingnya juga kurang aman",Negative,Anger,5,"penyok, packingnya juga kurang aman","penyok, packingnya juga aman"
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,Jakarta Barat,20000,4.8,12300,5500,3,"salah kasih wrna, ak pesen brown yang datang grey... huhu",Negative,Sadness,10,"salah kasih wrna, ak pesen brown yang datang grey... huhu","salah kasih wrna, ak pesen brown datang grey... huhu"
Other Products,Busa Filter Ukuran MILD,Jakarta Timur,8000,4.8,6164,1816,2,busanya kotor,Negative,Sadness,2,busanya kotor,busanya kotor
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,"Sy pesan lilin yg angka 1 dan 6 . Tpi di kirim nya angka 7 . Angka 6 nya sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6 . Sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai . Sy udh tunggu brp hr , tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli . Sy cmn pesan utk ke Dpn nya blajarlah yg Teliti sebelum brng di kirim .",Negative,Fear,91,"sy pesan lilin yg angka 1 dan 6 . tpi di kirim nya angka 7 . angka 6 nya sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6 . sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai . sy udh tunggu brp hr , tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli . sy cmn pesan utk ke dpn nya blajarlah yg teliti sebelum brng di kirim .","sy pesan lilin yg angka 1 6 . tpi kirim angka 7 . angka 6 sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 6 . sy tdk bs kirim foto krn sy udh buang brng krn tdk bs pakai . sy udh tunggu brp hr , tau2 smp brng buka yg kirim lain sm yg beli . sy cmn pesan utk dpn blajarlah yg teliti sebelum brng kirim ."
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,Kota Palembang,30500,4.6,15200,3003,3,Bahan menyerap keringat. Ringan dipakai,Positive,Happy,5,bahan menyerap keringat. ringan dipakai,bahan menyerap keringat. ringan dipakai
Household,Kent Microfiber Duster / Kemoceng KT-300E - 300E,Jakarta Utara,35000,4.8,1516,597,5,"lembut banget, bagus, pegannya juga nyaman. bobotnya sedang ngga berat juga ngga yg ringan2 banget",Positive,Happy,15,"lembut banget, bagus, pegannya juga nyaman. bobotnya sedang ngga berat juga ngga yg ringan2 banget","lembut banget, bagus, pegannya juga nyaman. bobotnya sedang ngga berat juga ngga yg ringan2 banget"
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,Jakarta Utara,79000,4.9,1816,701,2,"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah",Negative,Sadness,24,"toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah","toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang bagus .. tapi pelayanan ngga banget, sesuai review bawah"
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,Kota Palembang,30500,4.6,15200,3003,5,BAGUS BANGETT MAKASII DPT HADIAH DR TOKPEDDDDDTidak menerawang. Ukuran sesuai. Ringan dipakai. Warnanya bagus ??. Bahan menyerap keringat. Jahitannya rapi.,Positive,Love,20,bagus bangett makasii dpt hadiah dr tokpedddddtidak menerawang. ukuran sesuai. ringan dipakai. warnanya bagus ??. bahan menyerap keringat. jahitannya rapi.,bagus bangett makasii dpt hadiah dr tokpedddddtidak menerawang. ukuran sesuai. ringan dipakai. warnanya bagus ??. bahan menyerap keringat. jahitannya rapi.
Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,Kota Palembang,8500,4.9,12400,2635,5,sdh sering repeat order...mantap,Positive,Love,4,sdh sering repeat order...mantap,sdh sering repeat order...mantap
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,mantab barangnya sesuai dengan pesanan dan cepat sampai,Positive,Love,8,mantab barangnya sesuai dengan pesanan dan cepat sampai,mantab barangnya sesuai pesanan cepat sampai
Household,6 in 1 Traveling Bag in Bag Organizer (1 set isi 6 pcs organizer) - Maroon,Jakarta Utara,30500,4.7,2800,2360,5,Barang sudah diterima..bagus...dlm keadaan baik...warna jg sesuai dg yg diinginkan..bungkusnya juga bagus...mantap..suka deh...makasih penjual..makasih tokopedia...,Positive,Happy,15,barang sudah diterima..bagus...dlm keadaan baik...warna jg sesuai dg yg diinginkan..bungkusnya juga bagus...mantap..suka deh...makasih penjual..makasih tokopedia...,barang sudah diterima..bagus...dlm keadaan baik...warna jg sesuai dg yg diinginkan..bungkusnya juga bagus...mantap..suka deh...makasih penjual..makasih tokopedia...
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5.0,200,179,5,"terima kasih kak, puas beli voucher tiket disini, recommended seller ??",Positive,Love,11,"terima kasih kak, puas beli voucher tiket disini, recommended seller ??","terima kasih kak, puas beli voucher tiket disini, recommended seller ??"
Books,Buku Gambar Arsitektur,Jakarta Timur,52000,4.9,2463,674,3,"Pinggiran buku sobek, mungkin karna packagingnya",Negative,Sadness,6,"pinggiran buku sobek, mungkin karna packagingnya","pinggiran buku sobek, mungkin karna packagingnya"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,Kota Tangerang,1238000,4.8,4535,2593,5,"barang rapih, diproses cepat..",Positive,Happy,4,"barang rapih, diproses cepat..","barang rapih, diproses cepat.."
Other Products,"Aluminium Miter T-Track for Router and Table Saw Jig - Silver, 10 cm",Kab. Tangerang,13500,4.9,45300,1010,5,manchapppp.. sy suka. rekomen seller..,Positive,Love,5,manchapppp.. sy suka. rekomen seller..,manchapppp.. sy suka. rekomen seller..
Other Products,"FULL SET BAKO BERKUALITAS AA, ALAT SLOROK BIRU - MlllLL BIASA",Kota Tangerang,41450,4.8,894,553,5,"Pengiriman cepat,pesanan sesuai, packing aman,baru mau coba mbakoan next cari Bako yg rasa lain,Mtr nuwun",Positive,Happy,15,"pengiriman cepat,pesanan sesuai, packing aman,baru mau coba mbakoan next cari bako yg rasa lain,mtr nuwun","pengiriman cepat,pesanan sesuai, packing aman,baru mau coba mbakoan next cari bako yg rasa lain,mtr nuwun"
Phones and Tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",Kab. Tangerang,110000,4.7,8821,2533,3,Proses pesanan cepat. Kualitas sesuai harga. Berfungsi dengan baik.,Positive,Happy,9,proses pesanan cepat. kualitas sesuai harga. berfungsi dengan baik.,proses pesanan cepat. kualitas sesuai harga. berfungsi baik.
Body Care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,Kab. Tangerang,79900,5.0,1957,930,5,"Baru co beberapa jam kemudian udah dipacking, pengiriman super cepet dan yang penting produk aman ga ada yang tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. Mintnya seger bgtttt",Positive,Love,33,"baru co beberapa jam kemudian udah dipacking, pengiriman super cepet dan yang penting produk aman ga ada yang tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. mintnya seger bgtttt","baru co beberapa jam kemudian dipacking, pengiriman super cepet penting produk aman ga tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. mintnya seger bgtttt"
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,257,5,"Ok banget, beli 2 skaligus, barang baguss banget",Positive,Happy,8,"ok banget, beli 2 skaligus, barang baguss banget","ok banget, beli 2 skaligus, barang baguss banget"
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,Kota Tangerang,856500,4.9,3874,2336,5,"Produk sesuai deskripsi.Packing rapi dan aman dengan dus dan bubble wrap. Pengiriman cepat. Pagi pesan, sore sampai.",Positive,Happy,17,"produk sesuai deskripsi.packing rapi dan aman dengan dus dan bubble wrap. pengiriman cepat. pagi pesan, sore sampai.","produk sesuai deskripsi.packing rapi aman dus bubble wrap. pengiriman cepat. pagi pesan, sore sampai."
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 20",Kab. Bandung,117000,4.9,2194,870,3,kurang suka sama kainnya,Negative,Sadness,4,kurang suka sama kainnya,suka sama kainnya
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,dipaksa beli. setelah checkout hati2 saja sama toko ini.,Negative,Fear,9,dipaksa beli. setelah checkout hati2 saja sama toko ini.,dipaksa beli. setelah checkout hati2 saja sama toko ini.
Gaming,Stik TW PS2 transparan lampu kabel serat - Putih,Jakarta Barat,38000,4.8,496,167,3,"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?",Negative,Sadness,31,"baru di pakai dgn pemakaian prinegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?","baru pakai dgn pemakaian prinegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik brp hari tahan.?"
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Kota Tangerang,77000,4.8,2453,1336,3,produk sdg smp dan sy tes tp tidak terbaca fast charging di hp,Negative,Sadness,13,produk sdg smp dan sy tes tp tidak terbaca fast charging di hp,produk sdg smp sy tes tp tidak terbaca fast charging hp
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,2,"Banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada 3 game yang sama, Stick nya ada yang error ketika game yang ada effect vibrationnya, harusnya dicoba dulu sebelum pengiriman",Negative,Sadness,39,"banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada 3 game yang sama, stick nya ada yang error ketika game yang ada effect vibrationnya, harusnya dicoba dulu sebelum pengiriman","banyak sekali game nge hang game sama tapi direname munkin biar banyak gamenya padahal 3 game sama, stick error ketika game effect vibrationnya, harusnya dicoba dulu sebelum pengiriman"
Toys and Hobbies,Coreful Figure Sakurajima Mai - Bunny Ver. (20cm),Kota Bekasi,450000,5.0,27,16,5,"Paket mulus sampai di tujuan, toko juga sudah terpercaya. Mantab??",Positive,Love,10,"paket mulus sampai di tujuan, toko juga sudah terpercaya. mantab??","paket mulus sampai tujuan, toko juga sudah terpercaya. mantab??"
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",Jakarta Utara,1200000,4.9,2236,1213,2,"Klaim produknya tdk mengkerut, trnyata baru bbrp hari dipake. Korsetnya mengkerut bikin ga nyaman. Sadd",Negative,Sadness,15,"klaim produknya tdk mengkerut, trnyata baru bbrp hari dipake. korsetnya mengkerut bikin ga nyaman. sadd","klaim produknya tdk mengkerut, trnyata baru bbrp hari dipake. korsetnya mengkerut bikin ga nyaman. sadd"
Computers and Laptops,Mediatech Gaming Headset / Headphone Zeus MSH 016 - Merah,Jakarta Utara,89000,4.8,5279,2970,1,Suara kecil sebelah.. ini produk bermasalah kaulitas kontrolnya. Gak rekomen.,Negative,Fear,10,suara kecil sebelah.. ini produk bermasalah kaulitas kontrolnya. gak rekomen.,suara kecil sebelah.. produk bermasalah kaulitas kontrolnya. gak rekomen.
Camera,Klip Orange Backdrop clamp Studio Fotografi penjepit background BESAR,Jakarta Barat,9500,4.9,9573,1006,2,"Murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.",Negative,Fear,23,"murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.","murah sesuai harga tapi barangnya kerass banget butuh 2 tangan ringan, gak berat. jd utk harga murah begini gausah ekspektasi tinggi2."
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,Kota Palembang,30500,4.6,15200,3003,1,auhh bgt sma yg d gambar mentang2 pngguna baru dpt grtisan eh dpt nya daster 10rban d loak...????lucu tokped apa toko nya nih gak mau rugi...gak smpet foto sya ksihkan sma nenek sya.ampunn dah..,Negative,Anger,34,auhh bgt sma yg d gambar mentang2 pngguna baru dpt grtisan eh dpt nya daster 10rban d loak...????lucu tokped apa toko nya nih gak mau rugi...gak smpet foto sya ksihkan sma nenek sya.ampunn dah..,auhh bgt sma yg d gambar mentang2 pngguna baru dpt grtisan eh dpt daster 10rban d loak...????lucu tokped apa toko gak mau rugi...gak smpet foto sya ksihkan sma nenek sya.ampunn dah..
Men's Fashion,Kaos Kaki Hitam Polos Kerja Pria Premium LAF Project - Hitam,Kota Bandung,9900,4.9,8364,1331,5,sesuai pesanan. bahan nyaman dipakai.penjual fast respon. packing juga rapiii...,Positive,Happy,10,sesuai pesanan. bahan nyaman dipakai.penjual fast respon. packing juga rapiii...,sesuai pesanan. bahan nyaman dipakai.penjual fast respon. packing juga rapiii...
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,4.9,17100,1227,1,"Awalnya Saya Tanya 9 Warna, semua ready, setelah bayar ( 27 jam kemudian ) Baru dibilang beberapa ( 4 Warna ) habis. Jgn kayak gitulah, jadinya Sy harus Cari lagi warnanya",Negative,Sadness,31,"awalnya saya tanya 9 warna, semua ready, setelah bayar ( 27 jam kemudian ) baru dibilang beberapa ( 4 warna ) habis. jgn kayak gitulah, jadinya sy harus cari lagi warnanya","awalnya saya tanya 9 warna, semua ready, setelah bayar ( 27 jam kemudian ) baru dibilang beberapa ( 4 warna ) habis. jgn kayak gitulah, jadinya sy harus cari lagi warnanya"
Household,Tineco Deodorizing and Cleaning Solution Cairan Pel Pembersih Lantai,Kota Tangerang,219000,5.0,4069,1266,5,"Packingnya BEST banget deh pokoknya aman. Kotak juga di double in, ada sterofoam didalam kotak jadi botol aman.",Positive,Love,18,"packingnya best banget deh pokoknya aman. kotak juga di double in, ada sterofoam didalam kotak jadi botol aman.","packingnya best banget deh pokoknya aman. kotak juga double in, sterofoam didalam kotak botol aman."
Household,Kain Lap Piring Anti Minyak Bahan Microfiber - Kain Lap Dapur,Kota Tangerang,4500,4.8,30209,2507,5,"Seller responsif, order diproses segera dan kirim, tiba tepat waktu. Bahan lap sangat baik menyerap air dan ukuran lap pas utk lap dapur. Terima kasih",Positive,Happy,25,"seller responsif, order diproses segera dan kirim, tiba tepat waktu. bahan lap sangat baik menyerap air dan ukuran lap pas utk lap dapur. terima kasih","seller responsif, order diproses segera kirim, tiba tepat waktu. bahan lap sangat baik menyerap air ukuran lap pas utk lap dapur. terima kasih"
Food and Drink,TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal,Jakarta Selatan,85000,5.0,86600,24500,1,"Pesen kopi keluarga 2 botol, yg dikirim cm 1 botol. Penjual dichat tidak ada respon sama sekali. Sangat mengecewakan penjualnya.",Negative,Sadness,20,"pesen kopi keluarga 2 botol, yg dikirim cm 1 botol. penjual dichat tidak ada respon sama sekali. sangat mengecewakan penjualnya.","pesen kopi keluarga 2 botol, yg dikirim cm 1 botol. penjual dichat tidak respon sama sekali. sangat mengecewakan penjualnya."
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 11,Kota Tangerang,100000,4.9,9258,4905,3,"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. Yang saya terima dibeberapa bagian cat mengelupas. Hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. Repot saat mau ganti pakaian.",Negative,Sadness,37,"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. yang saya terima dibeberapa bagian cat mengelupas. hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. repot saat mau ganti pakaian.","ikat pinggangnya sendiri baiklah. masalah kepala ikat pinggangnya. saya terima dibeberapa bagian cat mengelupas. hal lain, setelah dipake, susah dilepas, ungkitan menaikkan penahan ikat pinggangnya tidak mau terangkat. repot saat mau ganti pakaian."
