Category,Product Name,text_norm,Sentiment,Emotion,Customer Rating
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,memang sih murah barangnya... tp boleh lah ya komplain.... btw ini sy yg ga bisa make nya apa barangnya yg rusak ya?? udh pake splitter jg ga fungsi ??????,Negative,Fear,1
Phones and Tablets,USAMS T22 ADAPTER CHARGER 18W QC3.0 FAST CHARGER,"satu pcs dipakai 1 jam panas, satu lagi tidak bisa fast charging. dibuang ke tong sampah langsung.",Negative,Sadness,1
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,bagus semuaaaaanyaaaaaa????????????????????,Positive,Love,5
Camera,silica gel natural 1kg 1000 sachets @1gram - 1 gr -+ 1000,"respon dan pengiriman sangat cepat, sangat rekomen dan pasti akan belanja di toko ini lagi.",Positive,Love,5
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,"suka, jilbabnya bagus+nyaman dipake??????",Positive,Love,4
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,"barang berfungsi dengan baik, rekomended",Positive,Love,5
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,bukunya bagus bgt semoga anakku suka.. pengemasannya rapi dan cepat meskipun ada yg lecet dikit tp seller mau bertanggung jwb dengan ksh diskon. respon sellernya ramah sekali. thanks yaa,Positive,Love,5
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 28,entah knp skrg proses orderannya lama banget !!!,Negative,Anger,1
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,Negative,Anger,1
Other Products,BUBBLE PACK (PACKING TAMBAHAN),packing rapih terimakasih,Positive,Happy,5
Books,Buku PANDUAN RESMI TES CPNS CAT 2018/2029 - 2021/2023,"konten bukunya banyak yang salah. materi twk banyak yang salah, kunci jawabannya juga. sedih banget padahal buat belajar ??????",Negative,Sadness,1
Property,cover body mobil Ertiga xenia avanza,mksshhh pelangganku syuukkkaaaa,Positive,Love,5
Automotive,"carburator cleaner atau pembersih karbu dan injeksi,RONEVE isi 500ml","mohon maaf dikasih rating segini, karena barang yg dikirim tidak sesuai dan tidak ada follow up untuk penggantian barang, semoga kedepan dapat ditindak lanjuti, terima kasih banyak sebelumnya",Negative,Fear,1
Household,Oxihom Tempat Keranjang Baju Kotor Pakaian Plastik Laundry Basket - Putih,pembelian kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?,Negative,Anger,1
Food and Drink,Artisan Bagel 4pcs - Mix of 4,keras gak ada rasa,Negative,Anger,1
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,"belanja dari official store, kondisi barang diterima seperti sampah dan barang rongsokan. terima kasih.",Negative,Anger,1
Women's Fashion,MINI Mochi Bag ( P 24 x T 18 ) - rose pearl,"kecewa nih beda bentuknya sama yg mini mochi produksi sebelumnya, jd sempit n kurang cantik yg baru",Negative,Sadness,2
Toys and Hobbies,Kereta Thomas Mainan Thomas,saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,Negative,Anger,1
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,"mungil bntukny tp bnyak fungsi, kualitas mantaapppp",Positive,Love,5
Books,The Psychology of Money - Morgan Housel,buku palsu,Negative,Anger,2
Property,fajar berlian ungu - Ungu,muaanntttaaappp.. seperti syamsul..,Positive,Love,5
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,"produk kehilangan salah satu karet sampingnya, sudah di cek dalam box tapi tidak ada",Negative,Fear,1
Animal Care,Kyojin pakan ayam bangkok raksasa,sangat jelek krn kiriman tidak lengkap,Negative,Anger,1
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,sdh 2x beli disini dan gak pernah ada masalah. packaging dan pengiriman oke.,Positive,Love,5
Camera,silica gel natural 1kg 1000 sachets @1gram - 1 gr -+ 1003,"packing kurang baik untuk silica gel, hanya dibungkus plastik dan plastiknya di hekter, sehingga udara bisa keluar masuk, mestinya di seal supaya kedap udar",Negative,Fear,3
Sport,ALAT BANTU SIT UP/PENAHAN KAKI SIT UP/SIT UP STAND/HOME FITNESS - Hitam,"mantap, enak buat sit up",Positive,Love,5
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,"suara yang dihasilkan jernih. garansi resmi. mudah digunakan. seller sangat komunikatif dan detail dalam menjelaskan fitur yang bisa digunakan untuk streaming tv maupun film, sangat recommended untuk hobby nya nonton produk berfungsi dengan baik. barangnya original ??.",Positive,Love,5
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,"proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",Positive,Happy,5
Office & Stationery,Lakban Tokopedia - Hitam,"produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",Positive,Love,5
Body Care,Whisper Pembalut Wanita Regular Flow 40's,barang diterima dalam keadaan baik,Positive,Happy,5
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,wanginya kurang enak.,Negative,Fear,2
Party Supplies and Craft,Kardus untuk keamanan packing,order pake kardus ternyata dikirim pake plastik doang,Negative,Fear,1
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,mantappppppppppppppppppppppppppppppppp,Positive,Love,5
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,"beli twinpack yg di kirim cm 1, mohon tanggung jawab nya ka... karena saya bayar dengan harga twinpack,",Negative,Fear,1
Household,Over Steker Adaptor Kaki 3 ke 2 Travel Adapter Colokan Universal Swit,"ok barangnya, walau keliatan plastiknya agak murahan, tapi fungsinya cukup baik buat over steker adaptor kabel laptop",Positive,Happy,5
Electronics,BASEUS LAMPU DINDING SENSOR OTOMATIS / MALAM / TIDUR LED KAMAR RUMAH - Aisle Light,"bagian magnet perekat tidak melekat dengan sempurna, jadinya ketika ditempel dengan lampunya jatuh cukup kecewa karena bagian magnet dengan wadahnya ga melekat kuat jdnya buat rusak lampu kalau jatuh kelantai",Negative,Sadness,3
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,"penjual ga selektif asal kirim, dapet barang yang kondisi case nya udh rusak",Negative,Sadness,3
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,"proses kirim vouchernya cpt. cm blm check in sih. semoga ga ada masalah sampai hari h. harganya ok banget dbanding agent sejenis dan sellernya responsif, suka jadinya",Positive,Love,5
Body Care,Lux Hand Sanitizer Jasmine 50ml,"saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.",Negative,Fear,1
Muslim Fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,jahitan rapi. modelnya cantik ??. nyaman dipakai. bahannya adem. tidak menerawang.,Positive,Love,5
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,"kain adem, jahitan bagus, ukuran pas, positive??",Positive,Happy,5
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",Negative,Fear,1
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,"produknya ok sangat bermanfaat utk mrnjaga dan merawat kebersihan anabul, sudah langganan beli .. terimakasih seller",Positive,Happy,5
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,kualitas produk sangat bagus.respon penjual sangat ramah.,Positive,Happy,5
Automotive,AntiFog Embun Besar Kaca Spion & Jendela Mobil Sticker Anti Fog Hujan - Spion 9.5x13.5,"berfungsi sebagaimana mestinya, mantapp",Positive,Happy,5
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,di keterangannya kuat 8 jam....eh baru aja 1 jam juga belum udah redup para,Negative,Sadness,1
Automotive,Bubble Wrap Plastik Pembungkus Helm,kecewa deh beli helm sudah pakai bubble wrap tp masih lecet di bagian dalam visor helm lg. berarti bukan lecet dari pengiriman. tanggapan penjual juga tidak baik.,Negative,Sadness,1
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,"kiyowo. suka banget sm koleksi bt21 nya. thanks ubs, pengiriman cepet dan packing aman.",Positive,Love,5
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",lumayan bahannya dan harganya murah,Positive,Happy,4
Computers and Laptops,Adaptor Charger Laptop Asus A455LA A455LD A455LB A455 A455L Original,alhamdulillah barangnya udah nyampe... d coba bagus... semoga awet... terima kasih seller kurir dan tokopedia...,Positive,Happy,5
Phones and Tablets,"KABEL DATA LED BASEUS HALO FAST CHARGING IPHONE/MICRO USB/TYPE-C 1M - Hitam, TYPE C","product sesuai deskripsi, packing rapih. beneran fast charging ! terima kasih baseus !",Positive,Love,5
Kids and Baby Fashion,?YUKSHOPING? R115 Tas Anak TK Ransel kecil Karakter Backpack Motif - RILAKUMA,barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 sd gitu. hehehe,Positive,Love,4
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,"saat diterima tutup wajan ad yg bermasalah dan di wajannya ad goresan. bermasalahnya bukan krn proses pengiriman. tapi emang dari sononya cacat. kecewa dengan respon penjual yang bilang goresannya g masalah. padahal saya kan beli baru, beli wajan anti gores malah terima yang bergores dan kualitas bermasalah. lgs ajukan komplain. sdh terima wajannya lagi yang tidak gores, cuma tetep bbrp yg mengecewakan. kecewa.. jadi lama dan saya harus repot ngurus pengembalian barangnya. kalau mw jual yang diskon jangan kasih yang kualitasnya g bagus. atau sampaikan aja produknya ad bbrp bermasalah makanya dikasih diskon. resiko beli online. semoga awet",Negative,Sadness,2
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,barang bagus..cuma kurang teliti saat pengiriman.kabel charger salah yang magnetik tapi dapat kabel charger usb..selain it ok lah,Positive,Happy,4
Carpentry,Toolset ToolKit Dengan Box 16 Pcs HJ-C016,packing nya jelek. casing nya penyok�...kualitas jg kurang...bbrp tidak pas ditempat nya,Negative,Anger,2
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,"barang sesuai, pengiriman cepat, recommended",Positive,Love,5
Automotive,Bubble Wrap Plastik Pembungkus Helm,"saya sejujurnya nyesel sih beli bubble wrap ini, kayak cuman dikasih seiprit doang, saya beli 2pcs. saya pikir packaging helem saya akn dibalur sama bubble wrap ini, eh cuman kayak nutupin sebelah kiri dan sebelah kanan dus helem, kecewa sih sama pesanan ini. kayak gak niat gitu, thanks !",Negative,Fear,1
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,"ini pembelian yang ke berapa ya aku lupa yang jelas insya allah iki bakule jujur dan amanah, recommend",Positive,Love,5
Other Products,Packing Dus,kardus bekas pk bayar..,Negative,Anger,1
Precious Metal,RM New 2 g,sudah diterima dengan baik. terimakasih,Positive,Happy,5
Phones and Tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,"paket sdh sy terima, belum dicoba smg anak sy suka, semoga berfungsi dan awet, makasih ya kak",Positive,Happy,4
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,"barang rusak, tidak bisa adi charge . sehinga tidak bisa dipakai. respon penjual sangat lambat !!. saya kecewa sbgi pembeli !",Negative,Anger,1
Automotive,BASEUS VEHICLE HOOK GANTUNGAN MOBIL CAR HANGER HOLDER - Hitam,sampah bgt! mohon jangan di beli produk se sampah ini,Negative,Anger,1
Food and Drink,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag,alhamdulillah ?? barang diterima dengan sangat baik ?? packing aman ?? semua sesuai pesanan ?? suka banget sama mie sedap ?? apalagi ada varian laksa singapura ??,Positive,Love,5
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,"jujur sy ragu dalam box tidak ada plastik, masih kalah sama yg di bwh sensi ya. lebih ke higienisnya sih.",Negative,Fear,3
Automotive,Parfum Mobil Kopi,mantap puas pake bangeeeey,Positive,Love,5
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,"mantap barang cepet sampenya, seller positive respon harga pass kualitas oke rekomen banget pokoknya",Positive,Love,5
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,admin slow response. konfirmasi ketersediaan barang lama sekali. bonus gift yg dikirim juga ga sesuai,Negative,Fear,1
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,sayang banget dicuci pake mesin cuci langsung hancur??,Negative,Sadness,4
Other Products,terpal A12 korea ( IMPORT),pesanan tidak sesuai ukuran.,Negative,Sadness,1
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",kecewa pesen 4 barang yg dikirim cuma 1 ga amanah banget semoga berkah aja deh,Negative,Sadness,1
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,pesan 5 celana tidak sesuai dng yg dipesan..kecewa.,Negative,Sadness,1
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,"pesan dari kota tangerang tiba2 dikirim dari toko cabang, hadiah tidak ada...uda komplain dan banding tanggapan tokopedia n official store tidak baik, belanja ditoko online lain ga pernah trik ky gini, uda salah ga mau ngaku salah...pas cekout uda ulang2 diliat bener ini kirim dari kota tangerang, sudah screenshot juga itu yg dibeli, saya juga bisa liat mana yg toko cabang mana yg dari tangerang, hati-hati utk pembeli lain jangan sampai ada yg kena ky saya...",Negative,Fear,1
Carpentry,Semprotan Air Lurus Kuningan Hose Nozzle Kepala Cuci Mobil 5/8Inch,beda dengan iklannya,Negative,Fear,1
Food and Drink,DIMSUM SEHAT DAN HALAL,dimsum mantaap�.selalu setia menemani dengan kehangatan di saat musim hujan�.setiap gigitannya mak nyoos�uenaaak tenan�.tks,Positive,Love,5
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i8,"maaf br review skr, barang sesuai & lsg dipakai gk ada masalah....seller nya cepet ngerespon nya, yg pasti remote nya keren & recomended banget..tks",Positive,Love,5
Phones and Tablets,Xiaomi Redmi Note 10s 8/128 GB Garasni Resmi - Abu-abu,pelayanan admin sangat parah no respon,Negative,Anger,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,aktual barang sangat tidak sesuai dengan harapan,Negative,Sadness,1
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,produk yg dikirim berbeda dgn foto yg tertera..,Negative,Fear,2
Camera,MagicBox Midio Portable Mini Photo Studio Light Box,"jujur kecewa, 1. pengiriman sangat terlambat. 2. lampu led kualitasnya sangat buruk, pakai kurang lebih 15 menit langsung mati, tak terpakai lagi. 3. akrilik hitam seperti yang dijanjikan tidak ada. 4. ada harga ada rupa.5. it's a negative negative deal afterall.",Negative,Fear,2
Party Supplies and Craft,Rantai biji lada rante biji lada kerajinan tangan - silver,barang sudah sampai dengan selamat barang sesuai dengan deskripsi produk packing oke recommended seller!!!,Positive,Love,5
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",Negative,Sadness,1
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,"kuasnya kurang bagus, terlalu tebal.",Negative,Sadness,3
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,Negative,Fear,2
Animal Care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,"mantabs sih, build quality nya bagus banget.. dan satisfying banget pas ambil bulu kucing dari sela sela sisir nya..",Positive,Love,5
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,"ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Negative,Anger,1
Men's Fashion,Pants Celana Tidur Panjang Celana Santai Pria Wanita Fit XL Murah - B,"jahitannya rapi. ukuran sesuai. bahan agak panas tp masih nyaman dipakai, sesuailah dengan harganya. trims ya seller...",Positive,Happy,5
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 6,mantap tajam. kualitas produk bagus. produk sesuai.,Positive,Happy,5
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,"suka, jilbabnya bagus+nyaman dipake??????",Positive,Love,4
Movies and Music,pad drum 10 inchi murah,"barang sampainya lama sekali, respon penjual lambat, mengecewakan.",Negative,Sadness,1
Muslim Fashion,Mukena Dewasa Katun Bordir Siti Khadijah Cantik - Warna BEBAS Aja,lubang utk muka sempit ga enak,Negative,Sadness,2
Food and Drink,Best Wok Mi Goreng Original 5 pcs + Best Wok Hot & Spicy 5 pcs,"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah",Negative,Fear,1
Kids and Baby Fashion,Kaos Kaki Sekolah SD / Kaos Kaki Anak anak - Hitam Polos,ini bukan kaos kaki.. tidak ada tumitnya.. sekali pakai langsung melar,Negative,Sadness,1
Kitchen,Alas Tatakan Cover Kompor Gas Portable Pelindung Anti Angin,mesen apa yang dateng apa ngk jelas nih toko periksa lah invoice nya kalo mau dikirm tuh barang bikin kecewa aja,Negative,Sadness,1
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam","pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",Negative,Fear,1
Health,Blackmores Bio C 1000mg (90),"recomended pelayanan memuaskan, respon & pengiriman cepat",Positive,Love,5
Gaming,"NINTENDO WII + 2 LEMOTE + 2 NUNCAK + HDD 500GB FULL GAMES 270GAMES - 1 REMOTE NUNCUK, MESIN SAJA","brg dtg dengan kondisi stick nya ga ok, kenapa penjual ga d periksa dl yak.. trus minta tukar tp ga mao tanggung bersama ongkir nya (50:50 donk).. emg penjual ga mao rugi... ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick. smoga kedepannya bs lbh baik",Negative,Fear,2
